parking_id,name,capacity,distance_to_vw_m,distance_to_vw_miles,vw_distance_category,optimal_walking_scenario,transit_stops_available,daily_transit_trips,service_quality,reliability_class,transit_access_score,frequency_score,distance_score,capacity_score,location_bonus,final_composite_score,suitability_rating,key_strengths,potential_concerns,final_rank,recommendation_tier
433,"Location (35.0353, -85.3087)",58.0,16890.926791164453,10.5,Far - Acceptable,Extended (1000m),105.0,7841.0,Excellent - High Frequency,High Reliability,68.32,32.57,81.09,1.82,50.0,54.37,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency | Far from VW | Limited Capacity,90,Tier 4: Marginal Sites
395,"Location (35.0428, -85.2917)",74.0,15181.34014230995,9.43,Far - Acceptable,Extended (1000m),70.0,6819.0,Excellent - High Frequency,High Reliability,60.59,28.32,98.19,2.32,50.0,53.69,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency | Far from VW | Limited Capacity,91,Tier 4: Marginal Sites
370,"Location (35.0495, -85.2880)",94.0,14683.180453394674,9.12,Optimal Distance,Extended (1000m),54.0,4896.0,Excellent - High Frequency,High Reliability,54.48,20.33,100.0,2.95,100.0,52.17,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency | Limited Capacity,92,Tier 4: Marginal Sites
368,"Location (35.0351, -85.3120)",94.0,17186.37617956679,10.68,Far - Acceptable,Extended (1000m),98.0,6231.0,Excellent - High Frequency,High Reliability,67.72,25.88,78.14,2.95,50.0,51.98,Fair - Acceptable with Limitations,,Low Service Frequency | Far from VW | Limited Capacity,93,Tier 4: Marginal Sites
119,"Location (35.0438, -85.2821)",299.0,14308.119153063293,8.89,Optimal Distance,Extended (1000m),58.0,3780.0,Excellent - High Frequency,High Reliability,55.2,15.7,100.0,9.37,100.0,51.94,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency,94,Tier 4: Marginal Sites
149,"Location (35.0346, -85.2698)",260.0,13541.04134113435,8.41,Optimal Distance,Extended (1000m),95.0,4040.0,Excellent - High Frequency,High Reliability,54.54,16.78,100.0,8.15,100.0,51.83,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency,95,Tier 4: Marginal Sites
136,"Location (35.0434, -85.2808)",281.0,14206.421505664664,8.83,Optimal Distance,Extended (1000m),60.0,3810.0,Excellent - High Frequency,High Reliability,54.91,15.82,100.0,8.81,100.0,51.8,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency,96,Tier 4: Marginal Sites
73,"Location (35.0339, -85.2680)",419.0,13418.500163092833,8.34,Optimal Distance,Extended (1000m),88.0,3916.0,Excellent - High Frequency,High Reliability,53.37,16.26,100.0,13.13,100.0,51.73,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency,97,Tier 4: Marginal Sites
377,"Location (35.0523, -85.2978)",88.0,15496.25578278456,9.63,Far - Acceptable,Extended (1000m),64.0,5594.0,Excellent - High Frequency,High Reliability,59.97,23.23,95.04,2.76,50.0,51.58,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency | Far from VW | Limited Capacity,98,Tier 4: Marginal Sites
254,"Location (35.0401, -85.2715)",180.0,13492.157510081626,8.38,Optimal Distance,Extended (1000m),91.0,2810.0,Excellent - High Frequency,High Reliability,57.18,11.67,100.0,5.64,100.0,51.36,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency,99,Tier 4: Marginal Sites
351,"Location (35.0441, -85.2791)",103.0,14033.981735150313,8.72,Optimal Distance,Extended (1000m),64.0,3415.0,Excellent - High Frequency,High Reliability,55.82,14.18,100.0,3.23,100.0,51.2,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency,100,Tier 4: Marginal Sites
239,"Location (35.0361, -85.2689)",190.0,13411.515262954665,8.33,Optimal Distance,Extended (1000m),98.0,4163.0,Excellent - High Frequency,High Reliability,53.14,17.29,100.0,5.96,100.0,51.17,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency,101,Tier 4: Marginal Sites
263,"Location (35.0499, -85.2870)",175.0,14586.847695785582,9.06,Optimal Distance,Extended (1000m),54.0,4158.0,Excellent - High Frequency,High Reliability,53.17,17.27,100.0,5.49,100.0,51.13,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency,102,Tier 4: Marginal Sites
60,"Location (35.0346, -85.2663)",475.0,13242.823789912638,8.23,Optimal Distance,Extended (1000m),87.0,3774.0,Excellent - High Frequency,High Reliability,51.08,15.67,100.0,14.89,100.0,50.84,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency,103,Tier 4: Marginal Sites
369,"Location (35.0353, -85.3131)",94.0,17279.71598616369,10.74,Far - Acceptable,Extended (1000m),90.0,6089.0,Excellent - High Frequency,High Reliability,64.71,25.29,77.2,2.95,50.0,50.44,Fair - Acceptable with Limitations,,Low Service Frequency | Far from VW | Limited Capacity,104,Tier 4: Marginal Sites
175,"Location (35.0322, -85.2740)",236.0,13994.223044589175,8.7,Optimal Distance,Extended (1000m),88.0,3292.0,Excellent - High Frequency,High Reliability,53.13,13.67,100.0,7.4,100.0,50.41,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency,105,Tier 4: Marginal Sites
457,"Location (35.0345, -85.3072)",50.0,16784.954608764467,10.43,Far - Acceptable,Extended (1000m),94.0,6371.0,Excellent - High Frequency,High Reliability,61.75,26.46,82.15,1.57,50.0,50.4,Fair - Acceptable with Limitations,Optimal Distance from VW,Low Service Frequency | Far from VW | Limited Capacity,106,Tier 4: Marginal Sites
52,"Location (35.0554, -85.3148)",500.0,16978.534638421217,10.55,Far - Acceptable,Extended (1000m),71.0,6231.0,Excellent - High Frequency,High Reliability,57.84,25.88,80.21,15.67,50.0,49.72,Poor - Not Recommended,Optimal Distance from VW,Low Service Frequency | Far from VW,107,Tier 4: Marginal Sites
220,"Location (35.0394, -85.2659)",202.0,13026.373818775985,8.09,Optimal Distance,Extended (1000m),91.0,2794.0,Excellent - High Frequency,High Reliability,52.26,11.6,100.0,6.33,100.0,49.44,Poor - Not Recommended,Optimal Distance from VW,Low Service Frequency,108,Tier 4: Marginal Sites
458,"Location (35.0308, -85.2699)",50.0,13701.862328263749,8.51,Optimal Distance,Extended (1000m),79.0,3297.0,Excellent - High Frequency,High Reliability,51.33,13.69,100.0,1.57,100.0,49.11,Poor - Not Recommended,Optimal Distance from VW,Low Service Frequency | Limited Capacity,109,Tier 4: Marginal Sites
271,"Location (35.0494, -85.2763)",169.0,13640.820116451456,8.48,Optimal Distance,Extended (1000m),52.0,1813.0,Excellent - High Frequency,High Reliability,52.57,7.53,100.0,5.3,100.0,48.44,Poor - Not Recommended,Optimal Distance from VW,Low Service Frequency,110,Tier 4: Marginal Sites
247,"Location (35.0487, -85.2783)",182.0,13834.205633193116,8.6,Optimal Distance,Extended (1000m),50.0,1573.0,Excellent - High Frequency,High Reliability,52.9,6.53,100.0,5.71,100.0,48.36,Poor - Not Recommended,Optimal Distance from VW,Low Service Frequency,111,Tier 4: Marginal Sites
265,"Location (35.0373, -85.2639)",174.0,12932.748172394337,8.04,Optimal Distance,Extended (1000m),87.0,2606.0,Excellent - High Frequency,High Reliability,49.76,10.82,100.0,5.45,100.0,48.15,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,112,Tier 4: Marginal Sites
2,"Location (35.1132, -85.2471)",3190.0,11364.192388386673,7.06,Optimal Distance,Extended (1000m),11.0,420.0,Excellent - High Frequency,High Reliability,30.94,1.74,100.0,100.0,100.0,47.81,Poor - Not Recommended,Optimal Distance from VW | Large Capacity,Limited Transit Access | Low Service Frequency,113,Tier 4: Marginal Sites
7,"Location (35.0098, -85.2057)",1457.0,10122.094320735687,6.29,Optimal Distance,Extended (1000m),18.0,1480.0,Excellent - High Frequency,High Reliability,37.95,6.15,100.0,45.67,100.0,46.29,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,114,Tier 4: Marginal Sites
259,"Location (35.0257, -85.2775)",177.0,14564.408062248234,9.05,Optimal Distance,Extended (1000m),60.0,1570.0,Excellent - High Frequency,High Reliability,47.3,6.52,100.0,5.55,100.0,46.1,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,115,Tier 4: Marginal Sites
103,"Location (35.0575, -85.2541)",333.0,11473.83984501075,7.13,Optimal Distance,Extended (1000m),64.0,1202.0,Excellent - High Frequency,High Reliability,46.95,4.99,100.0,10.44,100.0,46.07,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,116,Tier 4: Marginal Sites
131,"Location (35.0588, -85.2533)",287.0,11376.919740022213,7.07,Optimal Distance,Extended (1000m),63.0,1203.0,Excellent - High Frequency,High Reliability,46.24,5.0,100.0,9.0,100.0,45.64,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,117,Tier 4: Marginal Sites
152,"Location (35.0228, -85.2752)",257.0,14501.092639079932,9.01,Optimal Distance,Extended (1000m),51.0,2066.0,Excellent - High Frequency,High Reliability,43.97,8.58,100.0,8.06,100.0,45.54,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,118,Tier 4: Marginal Sites
54,"Location (35.0093, -85.2136)",496.0,10668.579077980667,6.63,Optimal Distance,Extended (1000m),25.0,2101.0,Excellent - High Frequency,High Reliability,41.18,8.73,100.0,15.55,100.0,45.21,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,119,Tier 4: Marginal Sites
279,"Location (35.0411, -85.2619)",167.0,12621.061989345246,7.84,Optimal Distance,Extended (1000m),73.0,1198.0,Excellent - High Frequency,High Reliability,45.21,4.98,100.0,5.24,100.0,44.85,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,120,Tier 4: Marginal Sites
36,"Location (35.0142, -85.2121)",587.0,10189.562171026239,6.33,Optimal Distance,Extended (1000m),25.0,1895.0,Excellent - High Frequency,High Reliability,40.01,7.87,100.0,18.4,100.0,44.81,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,121,Tier 4: Marginal Sites
59,"Location (35.0243, -85.2452)",476.0,11974.843702041577,7.44,Optimal Distance,Extended (1000m),23.0,1922.0,Excellent - High Frequency,High Reliability,40.41,7.98,100.0,14.92,100.0,44.65,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,122,Tier 4: Marginal Sites
270,"Location (35.0349, -85.3148)",170.0,17442.139198662375,10.84,Far - Acceptable,Extended (1000m),80.0,3596.0,Excellent - High Frequency,High Reliability,56.84,14.94,75.58,5.33,50.0,44.62,Poor - Not Recommended,,Low Service Frequency | Far from VW,123,Tier 4: Marginal Sites
173,"Location (35.0098, -85.2182)",240.0,10923.318282043329,6.79,Optimal Distance,Extended (1000m),27.0,2173.0,Excellent - High Frequency,High Reliability,41.34,9.03,100.0,7.52,100.0,44.55,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,124,Tier 4: Marginal Sites
12,"Location (35.0266, -85.1941)",1185.0,8049.539458071221,5.0,Optimal Distance,Extended (1000m),13.0,1034.0,Excellent - High Frequency,High Reliability,36.45,4.29,100.0,37.15,100.0,44.37,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,125,Tier 4: Marginal Sites
120,"Location (35.0456, -85.2590)",297.0,12225.56343242518,7.6,Optimal Distance,Extended (1000m),63.0,1073.0,Excellent - High Frequency,High Reliability,43.17,4.46,100.0,9.31,100.0,44.31,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,126,Tier 4: Marginal Sites
260,"Location (35.0441, -85.2600)",177.0,12359.246070143075,7.68,Optimal Distance,Extended (1000m),70.0,967.0,Excellent - High Frequency,High Reliability,44.32,4.02,100.0,5.55,100.0,44.29,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,127,Tier 4: Marginal Sites
67,"Location (35.0378, -85.2588)",446.0,12478.18452894339,7.75,Optimal Distance,Extended (1000m),48.0,988.0,Excellent - High Frequency,High Reliability,42.03,4.1,100.0,13.98,100.0,44.24,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,128,Tier 4: Marginal Sites
38,"Location (35.0084, -85.2163)",564.0,10911.536282753124,6.78,Optimal Distance,Extended (1000m),27.0,1966.0,Excellent - High Frequency,High Reliability,38.53,8.17,100.0,17.68,100.0,44.22,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,129,Tier 4: Marginal Sites
158,"Location (35.0185, -85.2388)",255.0,11810.946270524515,7.34,Optimal Distance,Extended (1000m),25.0,1967.0,Excellent - High Frequency,High Reliability,40.65,8.17,100.0,7.99,100.0,44.1,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,130,Tier 4: Marginal Sites
394,"Location (35.0102, -85.2146)",74.0,10660.60351397197,6.62,Optimal Distance,Extended (1000m),28.0,2412.0,Excellent - High Frequency,High Reliability,40.89,10.02,100.0,2.32,100.0,44.09,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,131,Tier 4: Marginal Sites
41,"Location (35.0119, -85.2118)",549.0,10348.457393685041,6.43,Optimal Distance,Extended (1000m),25.0,2101.0,Excellent - High Frequency,High Reliability,37.91,8.73,100.0,17.21,100.0,44.07,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,132,Tier 4: Marginal Sites
245,"Location (35.0194, -85.2396)",183.0,11817.474982558093,7.34,Optimal Distance,Extended (1000m),25.0,1864.0,Excellent - High Frequency,High Reliability,41.34,7.74,100.0,5.74,100.0,44.05,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,133,Tier 4: Marginal Sites
445,"Location (35.0103, -85.2197)",52.0,10989.04308156252,6.83,Optimal Distance,Extended (1000m),27.0,2069.0,Excellent - High Frequency,High Reliability,41.67,8.59,100.0,1.63,100.0,43.98,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,134,Tier 4: Marginal Sites
339,"Location (35.0328, -85.3132)",109.0,17365.84540223165,10.79,Far - Acceptable,Extended (1000m),68.0,3708.0,Excellent - High Frequency,High Reliability,55.03,15.4,76.34,3.42,50.0,43.97,Poor - Not Recommended,,Low Service Frequency | Far from VW,135,Tier 4: Marginal Sites
420,"Location (35.0127, -85.2288)",65.0,11448.484702196187,7.11,Optimal Distance,Extended (1000m),25.0,2069.0,Excellent - High Frequency,High Reliability,41.36,8.59,100.0,2.04,100.0,43.9,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,136,Tier 4: Marginal Sites
261,"Location (35.0224, -85.2433)",176.0,11928.26811832894,7.41,Optimal Distance,Conservative (500m),13.0,1818.0,Excellent - High Frequency,High Reliability,41.16,7.55,100.0,5.52,100.0,43.9,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,137,Tier 4: Marginal Sites
443,"Location (35.0103, -85.2126)",53.0,10524.649308311857,6.54,Optimal Distance,Extended (1000m),26.0,2205.0,Excellent - High Frequency,High Reliability,40.95,9.16,100.0,1.66,100.0,43.84,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,138,Tier 4: Marginal Sites
309,"Location (35.0601, -85.3027)",131.0,15807.737886805033,9.82,Far - Acceptable,Extended (1000m),47.0,1792.0,Excellent - High Frequency,High Reliability,51.62,7.44,91.92,4.11,50.0,43.81,Poor - Not Recommended,Optimal Distance from VW,Low Service Frequency | Far from VW,139,Tier 4: Marginal Sites
315,"Location (35.0109, -85.2239)",125.0,11238.202245081304,6.98,Optimal Distance,Extended (1000m),25.0,2069.0,Excellent - High Frequency,High Reliability,40.67,8.59,100.0,3.92,100.0,43.81,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,140,Tier 4: Marginal Sites
236,"Location (35.0401, -85.2587)",191.0,12383.511625571266,7.69,Optimal Distance,Extended (1000m),45.0,893.0,Excellent - High Frequency,High Reliability,43.16,3.71,100.0,5.99,100.0,43.79,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,141,Tier 4: Marginal Sites
176,"Location (35.0433, -85.2582)",235.0,12231.87967147341,7.6,Optimal Distance,Extended (1000m),49.0,894.0,Excellent - High Frequency,High Reliability,42.71,3.71,100.0,7.37,100.0,43.75,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,142,Tier 4: Marginal Sites
277,"Location (35.0149, -85.2092)",167.0,9943.447636659916,6.18,Optimal Distance,Extended (1000m),24.0,1584.0,Excellent - High Frequency,High Reliability,41.24,6.58,100.0,5.24,100.0,43.67,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,143,Tier 4: Marginal Sites
169,"Location (35.0316, -85.3046)",244.0,16657.427646026077,10.35,Far - Acceptable,Extended (1000m),75.0,3525.0,Excellent - High Frequency,High Reliability,50.11,14.64,83.43,7.65,50.0,43.65,Poor - Not Recommended,Optimal Distance from VW,Low Service Frequency | Far from VW,144,Tier 4: Marginal Sites
378,"Location (35.0167, -85.2357)",88.0,11693.642737458833,7.27,Optimal Distance,Extended (1000m),23.0,2070.0,Excellent - High Frequency,High Reliability,40.53,8.6,100.0,2.76,100.0,43.64,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,145,Tier 4: Marginal Sites
20,Hixson Plaza,855.0,12692.86383898339,7.89,Optimal Distance,Extended (1000m),18.0,780.0,Excellent - High Frequency,High Reliability,37.87,3.24,100.0,26.8,100.0,43.64,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,146,Tier 4: Marginal Sites
77,"Location (35.0373, -85.3177)",414.0,17625.92462199118,10.95,Far - Acceptable,Extended (1000m),79.0,2077.0,Excellent - High Frequency,High Reliability,57.33,8.63,73.74,12.98,50.0,43.64,Poor - Not Recommended,,Low Service Frequency | Far from VW,147,Tier 4: Marginal Sites
128,"Location (35.0543, -85.2811)",290.0,13962.038792774112,8.68,Optimal Distance,Extended (1000m),17.0,337.0,Excellent - High Frequency,High Reliability,43.43,1.4,100.0,9.09,100.0,43.63,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,148,Tier 4: Marginal Sites
416,"Location (35.0116, -85.2134)",66.0,10477.343419158178,6.51,Optimal Distance,Extended (1000m),27.0,2205.0,Excellent - High Frequency,High Reliability,40.3,9.16,100.0,2.07,100.0,43.62,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,149,Tier 4: Marginal Sites
127,"Location (35.0068, -85.2108)",291.0,10687.297546426966,6.64,Optimal Distance,Extended (1000m),20.0,1449.0,Excellent - High Frequency,High Reliability,40.14,6.02,100.0,9.12,100.0,43.47,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,150,Tier 4: Marginal Sites
408,"Location (35.0106, -85.2120)",71.0,10459.300858903674,6.5,Optimal Distance,Extended (1000m),27.0,1998.0,Excellent - High Frequency,High Reliability,40.16,8.3,100.0,2.23,100.0,43.36,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,151,Tier 4: Marginal Sites
85,"Location (35.1065, -85.2718)",388.0,13287.58221223627,8.26,Optimal Distance,Extended (1000m),23.0,1140.0,Excellent - High Frequency,High Reliability,39.87,4.73,100.0,12.16,100.0,43.35,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,152,Tier 4: Marginal Sites
133,"Location (35.0580, -85.2772)",285.0,13536.43498529075,8.41,Optimal Distance,Extended (1000m),22.0,381.0,Excellent - High Frequency,High Reliability,42.4,1.58,100.0,8.93,100.0,43.25,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,153,Tier 4: Marginal Sites
110,"Location (35.0308, -85.3055)",317.0,16760.93912439189,10.41,Far - Acceptable,Extended (1000m),70.0,3275.0,Excellent - High Frequency,High Reliability,49.61,13.6,82.39,9.94,50.0,43.22,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,154,Tier 4: Marginal Sites
96,"Location (35.0152, -85.2073)",349.0,9794.010470838497,6.09,Optimal Distance,Extended (1000m),19.0,1274.0,Excellent - High Frequency,High Reliability,38.77,5.29,100.0,10.94,100.0,42.93,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,155,Tier 4: Marginal Sites
297,"Location (35.0565, -85.2797)",147.0,13787.75021527356,8.57,Optimal Distance,Extended (1000m),19.0,173.0,Excellent - High Frequency,High Reliability,43.16,0.72,100.0,4.61,100.0,42.9,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,156,Tier 4: Marginal Sites
21,"Location (35.0295, -85.3069)",853.0,16926.71662297923,10.52,Far - Acceptable,Extended (1000m),65.0,2263.0,Excellent - High Frequency,High Reliability,48.03,9.4,80.73,26.74,50.0,42.88,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,157,Tier 4: Marginal Sites
198,"Location (35.0546, -85.2827)",218.0,14097.194634948855,8.76,Optimal Distance,Extended (1000m),19.0,238.0,Excellent - High Frequency,High Reliability,42.19,0.99,100.0,6.83,100.0,42.81,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,158,Tier 4: Marginal Sites
48,"Location (35.0574, -85.2803)",531.0,13832.775324212795,8.6,Optimal Distance,Extended (1000m),13.0,141.0,Excellent - High Frequency,High Reliability,39.99,0.59,100.0,16.65,100.0,42.81,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,159,Tier 4: Marginal Sites
214,"Location (35.0229, -85.2482)",206.0,12298.450923569515,7.64,Optimal Distance,Extended (1000m),22.0,1818.0,Excellent - High Frequency,High Reliability,38.03,7.55,100.0,6.46,100.0,42.75,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,160,Tier 4: Marginal Sites
226,"Location (35.0600, -85.3011)",198.0,15670.64515219331,9.74,Far - Acceptable,Extended (1000m),44.0,1536.0,Excellent - High Frequency,High Reliability,48.43,6.38,93.29,6.21,50.0,42.74,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,161,Tier 4: Marginal Sites
349,"Location (35.1020, -85.2747)",106.0,13433.810699797194,8.35,Optimal Distance,Conservative (500m),13.0,1020.0,Excellent - High Frequency,High Reliability,40.84,4.24,100.0,3.32,100.0,42.73,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,162,Tier 4: Marginal Sites
171,"Location (35.0612, -85.3059)",242.0,16091.381425005473,10.0,Far - Acceptable,Extended (1000m),47.0,1809.0,Excellent - High Frequency,High Reliability,48.69,7.51,89.09,7.59,50.0,42.43,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW,163,Tier 4: Marginal Sites
13,"Location (35.1397, -85.2457)",1164.0,12593.87923343029,7.83,Optimal Distance,Extended (1000m),3.0,120.0,Excellent - High Frequency,Moderate Reliability,34.07,0.5,100.0,36.49,100.0,42.4,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,164,Tier 4: Marginal Sites
231,"Location (35.0061, -85.2141)",193.0,10950.245230460316,6.8,Optimal Distance,Extended (1000m),22.0,1760.0,Excellent - High Frequency,High Reliability,37.38,7.31,100.0,6.05,100.0,42.38,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,165,Tier 4: Marginal Sites
439,"Location (35.0686, -85.2890)",56.0,14477.474986544785,9.0,Optimal Distance,Conservative (500m),12.0,1080.0,Excellent - High Frequency,High Reliability,39.95,4.49,100.0,1.76,100.0,42.28,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,166,Tier 4: Marginal Sites
412,"Location (35.0613, -85.3093)",69.0,16391.227491708563,10.19,Far - Acceptable,Extended (1000m),54.0,2087.0,Excellent - High Frequency,High Reliability,50.4,8.67,86.09,2.16,50.0,42.26,Poor - Not Recommended,Optimal Distance from VW,Low Service Frequency | Far from VW | Limited Capacity,167,Tier 4: Marginal Sites
399,"Location (35.0690, -85.2886)",73.0,14443.415070734227,8.97,Optimal Distance,Extended (1000m),23.0,1080.0,Excellent - High Frequency,High Reliability,39.53,4.49,100.0,2.29,100.0,42.16,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,168,Tier 4: Marginal Sites
253,"Location (35.0448, -85.3203)",180.0,17673.001017576327,10.98,Far - Acceptable,Extended (1000m),44.0,2452.0,Excellent - High Frequency,High Reliability,54.41,10.18,73.27,5.64,50.0,42.03,Poor - Not Recommended,,Low Service Frequency | Far from VW,169,Tier 4: Marginal Sites
421,"Location (35.0266, -85.2538)",64.0,12555.274696726949,7.8,Optimal Distance,Extended (1000m),16.0,1196.0,Excellent - High Frequency,High Reliability,38.9,4.97,100.0,2.01,100.0,42.0,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,170,Tier 4: Marginal Sites
380,"Location (35.0619, -85.3081)",88.0,16276.017601337511,10.11,Far - Acceptable,Extended (1000m),51.0,1695.0,Excellent - High Frequency,High Reliability,49.97,7.04,87.24,2.76,50.0,41.97,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Far from VW | Limited Capacity,171,Tier 4: Marginal Sites
34,"Location (35.1296, -85.2415)",605.0,11679.814236324572,7.26,Optimal Distance,Extended (1000m),10.0,434.0,Excellent - High Frequency,High Reliability,36.41,1.8,100.0,18.97,100.0,41.91,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,172,Tier 4: Marginal Sites
374,"Location (35.1132, -85.2641)",88.0,12820.293326134364,7.97,Optimal Distance,Extended (1000m),19.0,960.0,Excellent - High Frequency,High Reliability,38.91,3.99,100.0,2.76,100.0,41.84,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,173,Tier 4: Marginal Sites
118,"Location (35.0641, -85.2729)",299.0,13064.058987025759,8.12,Optimal Distance,Extended (1000m),17.0,92.0,Good - Moderate Frequency,High Reliability,39.45,0.38,100.0,9.37,100.0,41.81,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,174,Tier 4: Marginal Sites
302,"Location (35.0072, -85.2079)",138.0,10470.405637369466,6.51,Optimal Distance,Extended (1000m),18.0,1138.0,Excellent - High Frequency,High Reliability,37.95,4.73,100.0,4.33,100.0,41.8,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,175,Tier 4: Marginal Sites
244,"Location (35.1181, -85.2505)",185.0,11852.18220719251,7.36,Optimal Distance,Extended (1000m),17.0,900.0,Excellent - High Frequency,High Reliability,38.05,3.74,100.0,5.8,100.0,41.74,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency,176,Tier 4: Marginal Sites
401,"Location (35.1014, -85.2741)",72.0,13369.787039538222,8.31,Optimal Distance,Extended (1000m),21.0,960.0,Excellent - High Frequency,High Reliability,38.59,3.99,100.0,2.26,100.0,41.66,Poor - Not Recommended,Optimal Distance from VW,Limited Transit Access | Low Service Frequency | Limited Capacity,177,Tier 4: Marginal Sites
